titik_sampel;lintang_selatan;bujur_timur;jenis_parameter;parameter;baku_mutu;hasil_pengukuran;periode_data;periode_pemantauan;bulan_sampling;nama_sungai;alamat
KRT-5;-6,201333;106,811333;Kimia;H2S;0,002;0,014;2023;Periode 3 (Musim Kemarau);8;Krukut;Jl. Raya Pejompongan
KRT-5;-6,201333;106,811333;Kimia;Klorin Bebas;0,03;0,03;2023;Periode 3 (Musim Kemarau);8;Krukut;Jl. Raya Pejompongan
KRT-5;-6,201333;106,811333;Kimia;Hg;0,002;0,0012;2023;Periode 3 (Musim Kemarau);8;Krukut;Jl. Raya Pejompongan
KRT-5;-6,201333;106,811333;Kimia;Cd;0,01;0,0059;2023;Periode 3 (Musim Kemarau);8;Krukut;Jl. Raya Pejompongan
KRT-5;-6,201333;106,811333;Kimia;Zn;0,05;0,0069;2023;Periode 3 (Musim Kemarau);8;Krukut;Jl. Raya Pejompongan
KRT-5;-6,201333;106,811333;Kimia;Cu;0,02;0,009;2023;Periode 3 (Musim Kemarau);8;Krukut;Jl. Raya Pejompongan
KRT-5;-6,201333;106,811333;Kimia;Pb;0,03;0,019;2023;Periode 3 (Musim Kemarau);8;Krukut;Jl. Raya Pejompongan
KRT-5;-6,201333;106,811333;Kimia;Cr6+;0,05;0,0029;2023;Periode 3 (Musim Kemarau);8;Krukut;Jl. Raya Pejompongan
KRT-5;-6,201333;106,811333;Kimia;Minyak dan Lemak;1;0,539;2023;Periode 3 (Musim Kemarau);8;Krukut;Jl. Raya Pejompongan
KRT-5;-6,201333;106,811333;Kimia;MBAS;0,2;0,03;2023;Periode 3 (Musim Kemarau);8;Krukut;Jl. Raya Pejompongan
KRT-5;-6,201333;106,811333;Kimia;Fenol;0,005;0,0037;2023;Periode 3 (Musim Kemarau);8;Krukut;Jl. Raya Pejompongan
KRT-5;-6,201333;106,811333;Biologi;Total Coliform;5000;5000000;2023;Periode 3 (Musim Kemarau);8;Krukut;Jl. Raya Pejompongan
KRT-5;-6,201333;106,811333;Biologi;Fecal Coliform;1000;3500000;2023;Periode 3 (Musim Kemarau);8;Krukut;Jl. Raya Pejompongan
KRT-5;-6,201333;106,811333;Fisika;TDS;1000;281,1;2023;Periode 4 (Musim Peralihan);9;Krukut;Jl. Raya Pejompongan
KRT-5;-6,201333;106,811333;FIsika;TSS;50;66;2023;Periode 4 (Musim Peralihan);9;Krukut;Jl. Raya Pejompongan
KRT-5;-6,201333;106,811333;Kimia;pH;6-9;7,07;2023;Periode 4 (Musim Peralihan);9;Krukut;Jl. Raya Pejompongan
KRT-5;-6,201333;106,811333;Kimia;BOD;3;39,48;2023;Periode 4 (Musim Peralihan);9;Krukut;Jl. Raya Pejompongan
KRT-5;-6,201333;106,811333;Kimia;COD;25;204;2023;Periode 4 (Musim Peralihan);9;Krukut;Jl. Raya Pejompongan
KRT-5;-6,201333;106,811333;Kimia;DO;4;1,4;2023;Periode 4 (Musim Peralihan);9;Krukut;Jl. Raya Pejompongan
KRT-5;-6,201333;106,811333;Kimia;Nitrat;10;0,539;2023;Periode 4 (Musim Peralihan);9;Krukut;Jl. Raya Pejompongan
KRT-5;-6,201333;106,811333;Kimia;Nitrit;0,06;0,08;2023;Periode 4 (Musim Peralihan);9;Krukut;Jl. Raya Pejompongan
KRT-5;-6,201333;106,811333;Kimia;Total P;0,2;1,3;2023;Periode 4 (Musim Peralihan);9;Krukut;Jl. Raya Pejompongan
KRT-5;-6,201333;106,811333;Kimia;F;1,5;0,25;2023;Periode 4 (Musim Peralihan);9;Krukut;Jl. Raya Pejompongan
KRT-5;-6,201333;106,811333;Kimia;H2S;0,002;0,002;2023;Periode 4 (Musim Peralihan);9;Krukut;Jl. Raya Pejompongan
KRT-5;-6,201333;106,811333;Kimia;Klorin Bebas;0,03;0,03;2023;Periode 4 (Musim Peralihan);9;Krukut;Jl. Raya Pejompongan
KRT-5;-6,201333;106,811333;Kimia;Hg;0,002;0,0002;2023;Periode 4 (Musim Peralihan);9;Krukut;Jl. Raya Pejompongan
KRT-5;-6,201333;106,811333;Kimia;Cd;0,01;0,0059;2023;Periode 4 (Musim Peralihan);9;Krukut;Jl. Raya Pejompongan
KRT-5;-6,201333;106,811333;Kimia;Zn;0,05;0,0069;2023;Periode 4 (Musim Peralihan);9;Krukut;Jl. Raya Pejompongan
KRT-5;-6,201333;106,811333;Kimia;Cu;0,02;0,009;2023;Periode 4 (Musim Peralihan);9;Krukut;Jl. Raya Pejompongan
KRT-5;-6,201333;106,811333;Kimia;Pb;0,03;0,019;2023;Periode 4 (Musim Peralihan);9;Krukut;Jl. Raya Pejompongan
KRT-5;-6,201333;106,811333;Kimia;Cr6+;0,05;0,0029;2023;Periode 4 (Musim Peralihan);9;Krukut;Jl. Raya Pejompongan
KRT-5;-6,201333;106,811333;Kimia;Minyak dan Lemak;1;0,539;2023;Periode 4 (Musim Peralihan);9;Krukut;Jl. Raya Pejompongan
KRT-5;-6,201333;106,811333;Kimia;MBAS;0,2;0,029;2023;Periode 4 (Musim Peralihan);9;Krukut;Jl. Raya Pejompongan
KRT-5;-6,201333;106,811333;Kimia;Fenol;0,005;0,0052;2023;Periode 4 (Musim Peralihan);9;Krukut;Jl. Raya Pejompongan
KRT-5;-6,201333;106,811333;Biologi;Total Coliform;5000;5000000;2023;Periode 4 (Musim Peralihan);9;Krukut;Jl. Raya Pejompongan
KRT-5;-6,201333;106,811333;Biologi;Fecal Coliform;1000;3500000;2023;Periode 4 (Musim Peralihan);9;Krukut;Jl. Raya Pejompongan
MKV-1;-6,161222;106,683389;Fisika;TDS;1000;167;2023;Periode 1 (Musim Hujan);2;Mookervart;Bir Bintang Kalideres
MKV-1;-6,161222;106,683389;FIsika;TSS;50;24;2023;Periode 1 (Musim Hujan);2;Mookervart;Bir Bintang Kalideres
MKV-1;-6,161222;106,683389;Kimia;pH;6-9;6,735;2023;Periode 1 (Musim Hujan);2;Mookervart;Bir Bintang Kalideres
MKV-1;-6,161222;106,683389;Kimia;BOD;3;23,12;2023;Periode 1 (Musim Hujan);2;Mookervart;Bir Bintang Kalideres
MKV-1;-6,161222;106,683389;Kimia;COD;25;132;2023;Periode 1 (Musim Hujan);2;Mookervart;Bir Bintang Kalideres
MKV-1;-6,161222;106,683389;Kimia;DO;4;4,685;2023;Periode 1 (Musim Hujan);2;Mookervart;Bir Bintang Kalideres
MKV-1;-6,161222;106,683389;Kimia;Nitrat;10;0,539;2023;Periode 1 (Musim Hujan);2;Mookervart;Bir Bintang Kalideres
MKV-1;-6,161222;106,683389;Kimia;Nitrit;0,06;0,07;2023;Periode 1 (Musim Hujan);2;Mookervart;Bir Bintang Kalideres
MKV-1;-6,161222;106,683389;Kimia;Total P;0,2;0,43;2023;Periode 1 (Musim Hujan);2;Mookervart;Bir Bintang Kalideres
MKV-1;-6,161222;106,683389;Kimia;F;1,5;0,2;2023;Periode 1 (Musim Hujan);2;Mookervart;Bir Bintang Kalideres
MKV-1;-6,161222;106,683389;Kimia;H2S;0,002;0,008;2023;Periode 1 (Musim Hujan);2;Mookervart;Bir Bintang Kalideres
MKV-1;-6,161222;106,683389;Kimia;Klorin Bebas;0,03;0,07;2023;Periode 1 (Musim Hujan);2;Mookervart;Bir Bintang Kalideres
MKV-1;-6,161222;106,683389;Kimia;Hg;0,002;0,000049;2023;Periode 1 (Musim Hujan);2;Mookervart;Bir Bintang Kalideres
MKV-1;-6,161222;106,683389;Kimia;Cd;0,01;0,0059;2023;Periode 1 (Musim Hujan);2;Mookervart;Bir Bintang Kalideres
MKV-1;-6,161222;106,683389;Kimia;Zn;0,05;0,007;2023;Periode 1 (Musim Hujan);2;Mookervart;Bir Bintang Kalideres
MKV-1;-6,161222;106,683389;Kimia;Cu;0,02;0,009;2023;Periode 1 (Musim Hujan);2;Mookervart;Bir Bintang Kalideres
MKV-1;-6,161222;106,683389;Kimia;Pb;0,03;0,019;2023;Periode 1 (Musim Hujan);2;Mookervart;Bir Bintang Kalideres
MKV-1;-6,161222;106,683389;Kimia;Cr6+;0,05;0,0029;2023;Periode 1 (Musim Hujan);2;Mookervart;Bir Bintang Kalideres
MKV-1;-6,161222;106,683389;Kimia;Minyak dan Lemak;1;0,539;2023;Periode 1 (Musim Hujan);2;Mookervart;Bir Bintang Kalideres
MKV-1;-6,161222;106,683389;Kimia;MBAS;0,2;0,06;2023;Periode 1 (Musim Hujan);2;Mookervart;Bir Bintang Kalideres
MKV-1;-6,161222;106,683389;Kimia;Fenol;0,005;0,0008;2023;Periode 1 (Musim Hujan);2;Mookervart;Bir Bintang Kalideres
MKV-1;-6,161222;106,683389;Biologi;Total Coliform;5000;2800000;2023;Periode 1 (Musim Hujan);2;Mookervart;Bir Bintang Kalideres
MKV-1;-6,161222;106,683389;Biologi;Fecal Coliform;1000;1700000;2023;Periode 1 (Musim Hujan);2;Mookervart;Bir Bintang Kalideres
MKV-1;-6,161222;106,683389;Fisika;TDS;1000;285;2023;Periode 2 (Musim Peralihan);5;Mookervart;Bir Bintang Kalideres
MKV-1;-6,161222;106,683389;FIsika;TSS;50;10;2023;Periode 2 (Musim Peralihan);5;Mookervart;Bir Bintang Kalideres
MKV-1;-6,161222;106,683389;Kimia;pH;6-9;8,165;2023;Periode 2 (Musim Peralihan);5;Mookervart;Bir Bintang Kalideres
MKV-1;-6,161222;106,683389;Kimia;BOD;3;5,65;2023;Periode 2 (Musim Peralihan);5;Mookervart;Bir Bintang Kalideres
MKV-1;-6,161222;106,683389;Kimia;COD;25;28;2023;Periode 2 (Musim Peralihan);5;Mookervart;Bir Bintang Kalideres
MKV-1;-6,161222;106,683389;Kimia;DO;4;1,25;2023;Periode 2 (Musim Peralihan);5;Mookervart;Bir Bintang Kalideres
MKV-1;-6,161222;106,683389;Kimia;Nitrat;10;0,539;2023;Periode 2 (Musim Peralihan);5;Mookervart;Bir Bintang Kalideres
MKV-1;-6,161222;106,683389;Kimia;Nitrit;0,06;0,03;2023;Periode 2 (Musim Peralihan);5;Mookervart;Bir Bintang Kalideres
MKV-1;-6,161222;106,683389;Kimia;Total P;0,2;1,61;2023;Periode 2 (Musim Peralihan);5;Mookervart;Bir Bintang Kalideres
MKV-1;-6,161222;106,683389;Kimia;F;1,5;0,2;2023;Periode 2 (Musim Peralihan);5;Mookervart;Bir Bintang Kalideres
MKV-1;-6,161222;106,683389;Kimia;H2S;0,002;0,01;2023;Periode 2 (Musim Peralihan);5;Mookervart;Bir Bintang Kalideres
MKV-1;-6,161222;106,683389;Kimia;Klorin Bebas;0,03;0;2023;Periode 2 (Musim Peralihan);5;Mookervart;Bir Bintang Kalideres
MKV-1;-6,161222;106,683389;Kimia;Hg;0,002;0,0005;2023;Periode 2 (Musim Peralihan);5;Mookervart;Bir Bintang Kalideres
MKV-1;-6,161222;106,683389;Kimia;Cd;0,01;0,0059;2023;Periode 2 (Musim Peralihan);5;Mookervart;Bir Bintang Kalideres
MKV-1;-6,161222;106,683389;Kimia;Zn;0,05;0,028;2023;Periode 2 (Musim Peralihan);5;Mookervart;Bir Bintang Kalideres
MKV-1;-6,161222;106,683389;Kimia;Cu;0,02;0,009;2023;Periode 2 (Musim Peralihan);5;Mookervart;Bir Bintang Kalideres
MKV-1;-6,161222;106,683389;Kimia;Pb;0,03;0,019;2023;Periode 2 (Musim Peralihan);5;Mookervart;Bir Bintang Kalideres
MKV-1;-6,161222;106,683389;Kimia;Cr6+;0,05;0,0029;2023;Periode 2 (Musim Peralihan);5;Mookervart;Bir Bintang Kalideres
MKV-1;-6,161222;106,683389;Kimia;Minyak dan Lemak;1;0,539;2023;Periode 2 (Musim Peralihan);5;Mookervart;Bir Bintang Kalideres
MKV-1;-6,161222;106,683389;Kimia;MBAS;0,2;0,38;2023;Periode 2 (Musim Peralihan);5;Mookervart;Bir Bintang Kalideres
MKV-1;-6,161222;106,683389;Kimia;Fenol;0,005;0,004;2023;Periode 2 (Musim Peralihan);5;Mookervart;Bir Bintang Kalideres
MKV-1;-6,161222;106,683389;Biologi;Total Coliform;5000;1400000;2023;Periode 2 (Musim Peralihan);5;Mookervart;Bir Bintang Kalideres
MKV-1;-6,161222;106,683389;Biologi;Fecal Coliform;1000;900000;2023;Periode 2 (Musim Peralihan);5;Mookervart;Bir Bintang Kalideres
MKV-1;-6,161222;106,683389;Fisika;TDS;1000;420,3;2023;Periode 3 (Musim Kemarau);8;Mookervart;Bir Bintang Kalideres
MKV-1;-6,161222;106,683389;FIsika;TSS;50;13;2023;Periode 3 (Musim Kemarau);8;Mookervart;Bir Bintang Kalideres
MKV-1;-6,161222;106,683389;Kimia;pH;6-9;8,275;2023;Periode 3 (Musim Kemarau);8;Mookervart;Bir Bintang Kalideres
MKV-1;-6,161222;106,683389;Kimia;BOD;3;14,36;2023;Periode 3 (Musim Kemarau);8;Mookervart;Bir Bintang Kalideres
MKV-1;-6,161222;106,683389;Kimia;COD;25;198;2023;Periode 3 (Musim Kemarau);8;Mookervart;Bir Bintang Kalideres
MKV-1;-6,161222;106,683389;Kimia;DO;4;0,9;2023;Periode 3 (Musim Kemarau);8;Mookervart;Bir Bintang Kalideres
MKV-1;-6,161222;106,683389;Kimia;Nitrat;10;2;2023;Periode 3 (Musim Kemarau);8;Mookervart;Bir Bintang Kalideres
MKV-1;-6,161222;106,683389;Kimia;Nitrit;0,06;0,17;2023;Periode 3 (Musim Kemarau);8;Mookervart;Bir Bintang Kalideres
MKV-1;-6,161222;106,683389;Kimia;Total P;0,2;1,88;2023;Periode 3 (Musim Kemarau);8;Mookervart;Bir Bintang Kalideres
MKV-1;-6,161222;106,683389;Kimia;F;1,5;0,05;2023;Periode 3 (Musim Kemarau);8;Mookervart;Bir Bintang Kalideres
MKV-1;-6,161222;106,683389;Kimia;H2S;0,002;0,286;2023;Periode 3 (Musim Kemarau);8;Mookervart;Bir Bintang Kalideres
MKV-1;-6,161222;106,683389;Kimia;Klorin Bebas;0,03;0;2023;Periode 3 (Musim Kemarau);8;Mookervart;Bir Bintang Kalideres
MKV-1;-6,161222;106,683389;Kimia;Hg;0,002;0,0002;2023;Periode 3 (Musim Kemarau);8;Mookervart;Bir Bintang Kalideres
MKV-1;-6,161222;106,683389;Kimia;Cd;0,01;0,0059;2023;Periode 3 (Musim Kemarau);8;Mookervart;Bir Bintang Kalideres
MKV-1;-6,161222;106,683389;Kimia;Zn;0,05;0,009;2023;Periode 3 (Musim Kemarau);8;Mookervart;Bir Bintang Kalideres
MKV-1;-6,161222;106,683389;Kimia;Cu;0,02;0,01;2023;Periode 3 (Musim Kemarau);8;Mookervart;Bir Bintang Kalideres
MKV-1;-6,161222;106,683389;Kimia;Pb;0,03;0,019;2023;Periode 3 (Musim Kemarau);8;Mookervart;Bir Bintang Kalideres
MKV-1;-6,161222;106,683389;Kimia;Cr6+;0,05;0,0029;2023;Periode 3 (Musim Kemarau);8;Mookervart;Bir Bintang Kalideres
MKV-1;-6,161222;106,683389;Kimia;Minyak dan Lemak;1;0,539;2023;Periode 3 (Musim Kemarau);8;Mookervart;Bir Bintang Kalideres
MKV-1;-6,161222;106,683389;Kimia;MBAS;0,2;0,45;2023;Periode 3 (Musim Kemarau);8;Mookervart;Bir Bintang Kalideres
MKV-1;-6,161222;106,683389;Kimia;Fenol;0,005;0,0033;2023;Periode 3 (Musim Kemarau);8;Mookervart;Bir Bintang Kalideres
MKV-1;-6,161222;106,683389;Biologi;Total Coliform;5000;9000000;2023;Periode 3 (Musim Kemarau);8;Mookervart;Bir Bintang Kalideres
MKV-1;-6,161222;106,683389;Biologi;Fecal Coliform;1000;5000000;2023;Periode 3 (Musim Kemarau);8;Mookervart;Bir Bintang Kalideres
MKV-1;-6,161222;106,683389;Fisika;TDS;1000;424,1;2023;Periode 4 (Musim Peralihan);9;Mookervart;Bir Bintang Kalideres
MKV-1;-6,161222;106,683389;FIsika;TSS;50;35;2023;Periode 4 (Musim Peralihan);9;Mookervart;Bir Bintang Kalideres
MKV-1;-6,161222;106,683389;Kimia;pH;6-9;7,9;2023;Periode 4 (Musim Peralihan);9;Mookervart;Bir Bintang Kalideres
MKV-1;-6,161222;106,683389;Kimia;BOD;3;39,48;2023;Periode 4 (Musim Peralihan);9;Mookervart;Bir Bintang Kalideres
MKV-1;-6,161222;106,683389;Kimia;COD;25;214;2023;Periode 4 (Musim Peralihan);9;Mookervart;Bir Bintang Kalideres
MKV-1;-6,161222;106,683389;Kimia;DO;4;1,3;2023;Periode 4 (Musim Peralihan);9;Mookervart;Bir Bintang Kalideres
MKV-1;-6,161222;106,683389;Kimia;Nitrat;10;0,539;2023;Periode 4 (Musim Peralihan);9;Mookervart;Bir Bintang Kalideres
MKV-1;-6,161222;106,683389;Kimia;Nitrit;0,06;0,04;2023;Periode 4 (Musim Peralihan);9;Mookervart;Bir Bintang Kalideres
MKV-1;-6,161222;106,683389;Kimia;Total P;0,2;1,65;2023;Periode 4 (Musim Peralihan);9;Mookervart;Bir Bintang Kalideres
MKV-1;-6,161222;106,683389;Kimia;F;1,5;0,29;2023;Periode 4 (Musim Peralihan);9;Mookervart;Bir Bintang Kalideres
MKV-1;-6,161222;106,683389;Kimia;H2S;0,002;0,03;2023;Periode 4 (Musim Peralihan);9;Mookervart;Bir Bintang Kalideres
MKV-1;-6,161222;106,683389;Kimia;Klorin Bebas;0,03;0,04;2023;Periode 4 (Musim Peralihan);9;Mookervart;Bir Bintang Kalideres
MKV-1;-6,161222;106,683389;Kimia;Hg;0,002;0,0001;2023;Periode 4 (Musim Peralihan);9;Mookervart;Bir Bintang Kalideres
MKV-1;-6,161222;106,683389;Kimia;Cd;0,01;0,539;2023;Periode 4 (Musim Peralihan);9;Mookervart;Bir Bintang Kalideres
MKV-1;-6,161222;106,683389;Kimia;Zn;0,05;0,02;2023;Periode 4 (Musim Peralihan);9;Mookervart;Bir Bintang Kalideres
MKV-1;-6,161222;106,683389;Kimia;Cu;0,02;0,02;2023;Periode 4 (Musim Peralihan);9;Mookervart;Bir Bintang Kalideres
MKV-1;-6,161222;106,683389;Kimia;Pb;0,03;0,019;2023;Periode 4 (Musim Peralihan);9;Mookervart;Bir Bintang Kalideres
MKV-1;-6,161222;106,683389;Kimia;Cr6+;0,05;0,0029;2023;Periode 4 (Musim Peralihan);9;Mookervart;Bir Bintang Kalideres
MKV-1;-6,161222;106,683389;Kimia;Minyak dan Lemak;1;0,539;2023;Periode 4 (Musim Peralihan);9;Mookervart;Bir Bintang Kalideres
MKV-1;-6,161222;106,683389;Kimia;MBAS;0,2;0,37;2023;Periode 4 (Musim Peralihan);9;Mookervart;Bir Bintang Kalideres
MKV-1;-6,161222;106,683389;Kimia;Fenol;0,005;0,001;2023;Periode 4 (Musim Peralihan);9;Mookervart;Bir Bintang Kalideres
MKV-1;-6,161222;106,683389;Biologi;Total Coliform;5000;5000000;2023;Periode 4 (Musim Peralihan);9;Mookervart;Bir Bintang Kalideres
MKV-1;-6,161222;106,683389;Biologi;Fecal Coliform;1000;3000000;2023;Periode 4 (Musim Peralihan);9;Mookervart;Bir Bintang Kalideres
MKV-2;-6,159861;106,694972;Fisika;TDS;1000;174,4;2023;Periode 1 (Musim Hujan);2;Mookervart;Jembatan Bakrie
MKV-2;-6,159861;106,694972;FIsika;TSS;50;57;2023;Periode 1 (Musim Hujan);2;Mookervart;Jembatan Bakrie
MKV-2;-6,159861;106,694972;Kimia;pH;6-9;7,66;2023;Periode 1 (Musim Hujan);2;Mookervart;Jembatan Bakrie
MKV-2;-6,159861;106,694972;Kimia;BOD;3;43,29;2023;Periode 1 (Musim Hujan);2;Mookervart;Jembatan Bakrie
MKV-2;-6,159861;106,694972;Kimia;COD;25;492;2023;Periode 1 (Musim Hujan);2;Mookervart;Jembatan Bakrie
MKV-2;-6,159861;106,694972;Kimia;DO;4;2,83;2023;Periode 1 (Musim Hujan);2;Mookervart;Jembatan Bakrie
MKV-2;-6,159861;106,694972;Kimia;Nitrat;10;0,539;2023;Periode 1 (Musim Hujan);2;Mookervart;Jembatan Bakrie
MKV-2;-6,159861;106,694972;Kimia;Nitrit;0,06;0,07;2023;Periode 1 (Musim Hujan);2;Mookervart;Jembatan Bakrie
MKV-2;-6,159861;106,694972;Kimia;Total P;0,2;0,67;2023;Periode 1 (Musim Hujan);2;Mookervart;Jembatan Bakrie
MKV-2;-6,159861;106,694972;Kimia;F;1,5;0,32;2023;Periode 1 (Musim Hujan);2;Mookervart;Jembatan Bakrie
MKV-2;-6,159861;106,694972;Kimia;H2S;0,002;0,011;2023;Periode 1 (Musim Hujan);2;Mookervart;Jembatan Bakrie
MKV-2;-6,159861;106,694972;Kimia;Klorin Bebas;0,03;0,195;2023;Periode 1 (Musim Hujan);2;Mookervart;Jembatan Bakrie
MKV-2;-6,159861;106,694972;Kimia;Hg;0,002;0,0001;2023;Periode 1 (Musim Hujan);2;Mookervart;Jembatan Bakrie
MKV-2;-6,159861;106,694972;Kimia;Cd;0,01;0,0059;2023;Periode 1 (Musim Hujan);2;Mookervart;Jembatan Bakrie
MKV-2;-6,159861;106,694972;Kimia;Zn;0,05;0,007;2023;Periode 1 (Musim Hujan);2;Mookervart;Jembatan Bakrie
MKV-2;-6,159861;106,694972;Kimia;Cu;0,02;0,009;2023;Periode 1 (Musim Hujan);2;Mookervart;Jembatan Bakrie
MKV-2;-6,159861;106,694972;Kimia;Pb;0,03;0,019;2023;Periode 1 (Musim Hujan);2;Mookervart;Jembatan Bakrie
MKV-2;-6,159861;106,694972;Kimia;Cr6+;0,05;0,0029;2023;Periode 1 (Musim Hujan);2;Mookervart;Jembatan Bakrie
MKV-2;-6,159861;106,694972;Kimia;Minyak dan Lemak;1;0,539;2023;Periode 1 (Musim Hujan);2;Mookervart;Jembatan Bakrie
MKV-2;-6,159861;106,694972;Kimia;MBAS;0,2;0,03;2023;Periode 1 (Musim Hujan);2;Mookervart;Jembatan Bakrie
MKV-2;-6,159861;106,694972;Kimia;Fenol;0,005;0,00069;2023;Periode 1 (Musim Hujan);2;Mookervart;Jembatan Bakrie
MKV-2;-6,159861;106,694972;Biologi;Total Coliform;5000;2800000;2023;Periode 1 (Musim Hujan);2;Mookervart;Jembatan Bakrie
MKV-2;-6,159861;106,694972;Biologi;Fecal Coliform;1000;1700000;2023;Periode 1 (Musim Hujan);2;Mookervart;Jembatan Bakrie
MKV-2;-6,159861;106,694972;Fisika;TDS;1000;214,9;2023;Periode 2 (Musim Peralihan);5;Mookervart;Jembatan Bakrie
MKV-2;-6,159861;106,694972;FIsika;TSS;50;8;2023;Periode 2 (Musim Peralihan);5;Mookervart;Jembatan Bakrie
MKV-2;-6,159861;106,694972;Kimia;pH;6-9;7,735;2023;Periode 2 (Musim Peralihan);5;Mookervart;Jembatan Bakrie
MKV-2;-6,159861;106,694972;Kimia;BOD;3;5,3;2023;Periode 2 (Musim Peralihan);5;Mookervart;Jembatan Bakrie
MKV-2;-6,159861;106,694972;Kimia;COD;25;23;2023;Periode 2 (Musim Peralihan);5;Mookervart;Jembatan Bakrie
MKV-2;-6,159861;106,694972;Kimia;DO;4;1,85;2023;Periode 2 (Musim Peralihan);5;Mookervart;Jembatan Bakrie
MKV-2;-6,159861;106,694972;Kimia;Nitrat;10;0,539;2023;Periode 2 (Musim Peralihan);5;Mookervart;Jembatan Bakrie
MKV-2;-6,159861;106,694972;Kimia;Nitrit;0,06;0,03;2023;Periode 2 (Musim Peralihan);5;Mookervart;Jembatan Bakrie
MKV-2;-6,159861;106,694972;Kimia;Total P;0,2;1,04;2023;Periode 2 (Musim Peralihan);5;Mookervart;Jembatan Bakrie
MKV-2;-6,159861;106,694972;Kimia;F;1,5;0,25;2023;Periode 2 (Musim Peralihan);5;Mookervart;Jembatan Bakrie
MKV-2;-6,159861;106,694972;Kimia;H2S;0,002;0,007;2023;Periode 2 (Musim Peralihan);5;Mookervart;Jembatan Bakrie
MKV-2;-6,159861;106,694972;Kimia;Klorin Bebas;0,03;0,025;2023;Periode 2 (Musim Peralihan);5;Mookervart;Jembatan Bakrie
MKV-2;-6,159861;106,694972;Kimia;Hg;0,002;0,0005;2023;Periode 2 (Musim Peralihan);5;Mookervart;Jembatan Bakrie
MKV-2;-6,159861;106,694972;Kimia;Cd;0,01;0,0059;2023;Periode 2 (Musim Peralihan);5;Mookervart;Jembatan Bakrie
MKV-2;-6,159861;106,694972;Kimia;Zn;0,05;0,026;2023;Periode 2 (Musim Peralihan);5;Mookervart;Jembatan Bakrie
MKV-2;-6,159861;106,694972;Kimia;Cu;0,02;0,01;2023;Periode 2 (Musim Peralihan);5;Mookervart;Jembatan Bakrie
MKV-2;-6,159861;106,694972;Kimia;Pb;0,03;0,019;2023;Periode 2 (Musim Peralihan);5;Mookervart;Jembatan Bakrie
MKV-2;-6,159861;106,694972;Kimia;Cr6+;0,05;0,0029;2023;Periode 2 (Musim Peralihan);5;Mookervart;Jembatan Bakrie
MKV-2;-6,159861;106,694972;Kimia;Minyak dan Lemak;1;0,539;2023;Periode 2 (Musim Peralihan);5;Mookervart;Jembatan Bakrie
MKV-2;-6,159861;106,694972;Kimia;MBAS;0,2;0,31;2023;Periode 2 (Musim Peralihan);5;Mookervart;Jembatan Bakrie
MKV-2;-6,159861;106,694972;Kimia;Fenol;0,005;0,0014;2023;Periode 2 (Musim Peralihan);5;Mookervart;Jembatan Bakrie
MKV-2;-6,159861;106,694972;Biologi;Total Coliform;5000;2200000;2023;Periode 2 (Musim Peralihan);5;Mookervart;Jembatan Bakrie
MKV-2;-6,159861;106,694972;Biologi;Fecal Coliform;1000;1100000;2023;Periode 2 (Musim Peralihan);5;Mookervart;Jembatan Bakrie
MKV-2;-6,159861;106,694972;Fisika;TDS;1000;375,2;2023;Periode 3 (Musim Kemarau);8;Mookervart;Jembatan Bakrie
MKV-2;-6,159861;106,694972;FIsika;TSS;50;10;2023;Periode 3 (Musim Kemarau);8;Mookervart;Jembatan Bakrie
MKV-2;-6,159861;106,694972;Kimia;pH;6-9;8,045;2023;Periode 3 (Musim Kemarau);8;Mookervart;Jembatan Bakrie
MKV-2;-6,159861;106,694972;Kimia;BOD;3;27,49;2023;Periode 3 (Musim Kemarau);8;Mookervart;Jembatan Bakrie
MKV-2;-6,159861;106,694972;Kimia;COD;25;246;2023;Periode 3 (Musim Kemarau);8;Mookervart;Jembatan Bakrie
MKV-2;-6,159861;106,694972;Kimia;DO;4;1,45;2023;Periode 3 (Musim Kemarau);8;Mookervart;Jembatan Bakrie
MKV-2;-6,159861;106,694972;Kimia;Nitrat;10;1,2;2023;Periode 3 (Musim Kemarau);8;Mookervart;Jembatan Bakrie
MKV-2;-6,159861;106,694972;Kimia;Nitrit;0,06;0,02;2023;Periode 3 (Musim Kemarau);8;Mookervart;Jembatan Bakrie
MKV-2;-6,159861;106,694972;Kimia;Total P;0,2;1,72;2023;Periode 3 (Musim Kemarau);8;Mookervart;Jembatan Bakrie
MKV-2;-6,159861;106,694972;Kimia;F;1,5;0,019;2023;Periode 3 (Musim Kemarau);8;Mookervart;Jembatan Bakrie
MKV-2;-6,159861;106,694972;Kimia;H2S;0,002;0,041;2023;Periode 3 (Musim Kemarau);8;Mookervart;Jembatan Bakrie
MKV-2;-6,159861;106,694972;Kimia;Klorin Bebas;0,03;0;2023;Periode 3 (Musim Kemarau);8;Mookervart;Jembatan Bakrie
MKV-2;-6,159861;106,694972;Kimia;Hg;0,002;0,0003;2023;Periode 3 (Musim Kemarau);8;Mookervart;Jembatan Bakrie
MKV-2;-6,159861;106,694972;Kimia;Cd;0,01;0,0059;2023;Periode 3 (Musim Kemarau);8;Mookervart;Jembatan Bakrie
MKV-2;-6,159861;106,694972;Kimia;Zn;0,05;0,015;2023;Periode 3 (Musim Kemarau);8;Mookervart;Jembatan Bakrie
